"account_id","customer_id","branch_id","account_type","opening_date","current_balance","status"
120,470,16,"Credit","2020-11-23","-30726.90","Active"
121,481,29,"Checking","2022-06-13","-41668.67","Active"
122,671,10,"Checking","2021-11-30","-37899.25","Active"
123,827,8,"Savings","2020-03-05","-43897.72","Active"
124,765,32,"Savings","2022-02-05","-10251.59","Active"
125,85,28,"Checking","2022-11-09","-47090.81","Active"
126,585,43,"Savings","2022-05-31","-28703.19","Active"
127,39,29,"Savings","2020-05-20","-35692.20","Active"
128,622,20,"Checking","2020-12-28","-55831.08","Active"
129,200,20,"Checking","2021-07-05","-21983.95","Active"
130,766,40,"Investment","2021-06-18","-33670.05","Active"
131,395,45,"Checking","2022-07-23","-8170.83","Active"
132,455,29,"Investment","2022-02-02","-42607.71","Active"
133,631,1,"Investment","2021-06-24","-50099.71","Active"
134,812,2,"Savings","2020-10-13","-48342.26","Active"
135,419,29,"Savings","2020-03-03","-71910.75","Active"
136,632,42,"Credit","2021-01-28","-39370.01","Active"
137,528,47,"Investment","2022-09-08","-38793.00","Active"
138,978,10,"Savings","2021-09-12","-14268.69","Active"
139,293,22,"Checking","2021-04-16","-32955.67","Active"
140,485,29,"Investment","2021-03-17","-8944.42","Active"
141,27,44,"Credit","2020-09-03","-50957.38","Active"
142,643,46,"Investment","2022-08-19","-30021.29","Active"
143,748,11,"Credit","2022-02-19","-35590.29","Active"
144,710,14,"Credit","2022-05-23","-24911.49","Active"
145,102,5,"Investment","2022-04-20","-27522.65","Active"
146,401,36,"Checking","2022-10-31","-25156.82","Active"
147,601,38,"Checking","2020-08-14","-30272.73","Active"
148,919,15,"Checking","2022-03-21","-984.85","Active"
149,577,32,"Savings","2021-07-22","-59602.18","Active"
150,31,14,"Credit","2022-08-30","-29323.85","Active"
151,567,23,"Savings","2020-08-20","-14090.52","Active"
152,783,12,"Investment","2020-11-16","-13863.25","Active"
153,794,20,"Credit","2021-07-25","-28029.85","Active"
154,21,48,"Savings","2021-12-19","-17684.10","Active"
155,673,12,"Investment","2022-08-07","-37274.96","Active"
156,733,45,"Checking","2020-08-13","-17017.16","Active"
157,425,25,"Checking","2020-07-27","-58118.79","Active"
158,841,17,"Checking","2020-05-16","-36380.00","Active"
159,322,24,"Savings","2022-08-09","-42169.43","Active"
160,59,30,"Investment","2022-04-21","-25409.91","Active"
161,513,18,"Investment","2022-11-26","-26074.14","Active"
162,987,35,"Savings","2020-08-15","-32721.44","Active"
163,139,27,"Credit","2020-08-07","-44558.66","Active"
164,284,45,"Investment","2022-01-04","-50955.36","Active"
165,613,17,"Credit","2021-10-25","-46083.79","Active"
166,812,17,"Investment","2020-07-13","-55090.89","Active"
167,718,20,"Credit","2020-11-02","-20009.60","Active"
168,43,38,"Investment","2020-08-20","-26966.62","Active"
169,348,16,"Checking","2021-03-24","-13220.06","Active"
170,158,31,"Investment","2021-10-30","-13070.51","Active"
171,514,30,"Savings","2022-11-22","-58094.61","Active"
172,914,8,"Credit","2020-03-21","-39217.83","Active"
173,304,4,"Credit","2020-11-15","-58816.81","Active"
174,315,34,"Credit","2021-07-26","-32380.52","Active"
175,407,15,"Savings","2020-05-21","-34020.86","Active"
176,81,36,"Savings","2022-08-05","-25830.45","Active"
177,4,24,"Investment","2021-12-22","-27890.22","Active"
178,101,41,"Investment","2023-01-13","-53028.61","Active"
179,977,45,"Investment","2021-02-22","-30073.31","Active"
180,575,20,"Checking","2022-09-24","-38068.94","Active"
181,370,39,"Investment","2020-09-02","-55688.72","Active"
182,990,25,"Credit","2020-09-03","-24293.78","Active"
183,439,11,"Credit","2022-09-10","-22797.48","Active"
184,56,32,"Investment","2021-07-29","-35860.59","Active"
185,891,32,"Credit","2021-02-05","-57373.05","Active"
186,627,15,"Credit","2022-04-27","-23223.58","Active"
187,734,1,"Checking","2022-12-05","-19522.77","Active"
188,623,20,"Investment","2021-11-14","-37577.54","Active"
189,432,36,"Savings","2022-01-18","-21686.34","Active"
190,224,6,"Checking","2022-07-10","-38989.09","Active"
191,574,40,"Investment","2021-01-28","-23910.81","Active"
192,515,15,"Credit","2022-10-26","-21407.40","Active"
193,264,50,"Savings","2022-01-13","-20097.46","Active"
194,670,17,"Savings","2021-10-18","-5304.70","Active"
195,19,13,"Credit","2021-05-10","-24854.90","Active"
196,327,2,"Credit","2021-10-14","-29973.20","Active"
197,440,15,"Checking","2022-11-14","-46044.75","Active"
198,340,39,"Checking","2021-08-20","-35860.59","Active"
199,698,31,"Investment","2022-04-23","-56669.67","Active"
200,44,5,"Credit","2020-07-11","-46135.90","Active"
201,548,9,"Checking","2022-05-15","-33898.46","Active"
202,507,50,"Savings","2021-04-08","4282.99","Active"
203,466,10,"Savings","2021-10-21","-66714.11","Active"
204,618,18,"Checking","2022-03-30","-35893.96","Active"
205,96,49,"Savings","2021-07-02","-16908.84","Active"
206,605,41,"Investment","2021-05-07","-59196.19","Active"
207,880,14,"Savings","2022-11-03","-50303.13","Active"
208,922,24,"Savings","2020-06-13","-32679.36","Active"
209,694,43,"Credit","2021-05-06","-32631.53","Active"
210,505,35,"Credit","2021-04-05","-37082.94","Active"
211,948,17,"Savings","2020-05-15","-21516.05","Active"
212,866,24,"Investment","2020-07-27","-20469.04","Active"
213,384,45,"Credit","2022-11-17","-26856.35","Active"
214,96,42,"Savings","2021-05-04","-25366.05","Active"
215,202,1,"Checking","2023-01-01","-26527.86","Active"
216,187,37,"Investment","2021-02-06","-38388.60","Active"
217,249,30,"Investment","2020-08-25","-43792.78","Active"
218,237,5,"Checking","2021-06-22","-29411.82","Active"
219,971,21,"Savings","2021-09-21","-55853.92","Active"
220,36,22,"Investment","2022-09-16","-56967.55","Active"
221,189,39,"Savings","2022-07-23","-57008.19","Active"
222,677,4,"Investment","2020-07-21","-19787.27","Active"
223,120,22,"Savings","2022-08-19","-10503.72","Active"
224,775,27,"Credit","2020-08-13","-20797.63","Active"
225,708,11,"Credit","2020-03-15","-34035.66","Active"
226,87,32,"Investment","2020-07-26","-36887.45","Active"
227,1000,3,"Investment","2022-05-02","-25810.39","Active"
228,265,36,"Investment","2021-07-28","-16125.63","Active"
229,83,41,"Checking","2021-04-02","-17974.55","Active"
230,425,35,"Checking","2020-11-22","-18669.26","Active"
231,769,35,"Checking","2022-10-27","-25826.98","Active"
232,816,36,"Savings","2020-09-26","-36497.00","Active"
233,70,12,"Credit","2020-08-21","-17732.07","Active"
234,111,46,"Credit","2020-10-06","-15482.98","Active"
235,533,35,"Checking","2022-02-23","-13266.63","Active"
236,274,6,"Credit","2022-11-03","-40898.26","Active"
237,168,8,"Credit","2022-09-10","-48932.77","Active"
238,14,15,"Credit","2022-10-19","-16105.21","Active"
239,593,39,"Checking","2021-09-05","-37237.56","Active"
240,554,40,"Checking","2020-04-15","-33533.92","Active"
241,270,32,"Investment","2020-03-24","-35066.58","Active"
242,404,11,"Savings","2021-06-17","2421.56","Active"
243,426,28,"Savings","2020-07-28","-42420.40","Active"
244,146,48,"Checking","2022-08-01","-47715.19","Active"
245,919,35,"Savings","2020-09-02","-22211.90","Active"
246,939,25,"Credit","2021-04-04","-16269.64","Active"
247,716,33,"Savings","2022-10-31","-55117.04","Active"
248,162,49,"Investment","2020-12-24","-29533.31","Active"
249,562,34,"Savings","2020-01-31","-30620.56","Active"
250,472,6,"Investment","2020-12-16","-61112.67","Active"
251,130,18,"Investment","2022-06-22","-44155.73","Active"
252,106,23,"Credit","2021-02-07","-31311.02","Active"
253,409,36,"Investment","2020-03-19","-27890.68","Active"
254,870,17,"Checking","2020-08-17","-31446.32","Active"
255,887,23,"Credit","2022-06-02","-20019.89","Active"
256,666,23,"Investment","2022-01-25","-20350.55","Active"
257,340,10,"Savings","2021-11-01","-38898.05","Active"
258,926,35,"Savings","2022-07-22","-37062.91","Active"
259,782,26,"Credit","2020-07-04","-31447.96","Active"
260,694,9,"Checking","2020-05-26","-13538.88","Active"
261,609,23,"Investment","2022-02-13","-17243.26","Active"
262,896,22,"Savings","2021-06-12","-33767.21","Active"
263,987,49,"Investment","2021-09-10","-38151.55","Active"
264,752,38,"Credit","2021-02-26","-51947.14","Active"
265,707,26,"Investment","2022-03-06","-38708.07","Active"
266,995,3,"Checking","2020-06-24","-53121.23","Active"
267,791,31,"Checking","2021-05-01","-16225.79","Active"
268,53,10,"Checking","2020-08-29","-14598.33","Active"
269,526,18,"Credit","2020-02-26","-23471.92","Active"
270,334,11,"Savings","2020-08-25","-36725.07","Active"
271,116,17,"Savings","2021-03-24","-40961.25","Active"
272,876,10,"Checking","2020-04-08","-25022.36","Active"
273,823,38,"Checking","2020-08-28","-22887.42","Active"
274,206,32,"Investment","2021-02-12","-18706.69","Active"
275,477,37,"Savings","2020-06-09","-33368.42","Active"
276,952,48,"Credit","2021-06-21","-33703.21","Active"
277,536,27,"Investment","2022-02-05","-25697.26","Active"
278,64,37,"Checking","2022-07-14","-36526.03","Active"
279,142,46,"Credit","2020-07-04","-41138.71","Active"
280,946,16,"Savings","2020-09-13","-27900.31","Active"
281,710,4,"Savings","2021-01-30","-33627.01","Active"
282,329,24,"Credit","2020-02-18","-48344.73","Active"
283,93,39,"Investment","2021-12-25","-6780.10","Active"
284,580,2,"Savings","2021-08-21","-50485.03","Active"
285,231,37,"Investment","2020-06-26","-26469.94","Active"
286,560,18,"Credit","2021-08-25","-57547.97","Active"
287,688,49,"Credit","2021-06-30","-17537.70","Active"
288,138,3,"Credit","2020-11-06","-27703.55","Active"
289,499,5,"Investment","2020-07-05","-17476.01","Active"
290,635,26,"Savings","2021-02-21","-35222.72","Active"
291,301,24,"Savings","2022-04-18","-52642.07","Active"
292,417,27,"Savings","2021-05-23","-46384.98","Active"
293,958,25,"Credit","2021-04-02","-34533.26","Active"
294,243,43,"Savings","2022-05-11","-20766.48","Active"
295,326,1,"Investment","2022-02-28","-35162.37","Active"
296,415,28,"Investment","2021-08-30","-35831.01","Active"
297,857,13,"Savings","2022-12-16","-22564.98","Active"
298,284,40,"Credit","2021-08-16","-30933.50","Active"
299,934,10,"Checking","2021-08-17","-31353.65","Active"
300,503,46,"Investment","2022-09-28","-39953.64","Active"
301,246,31,"Savings","2020-05-05","-44986.71","Active"
302,142,30,"Credit","2022-11-14","-25943.46","Active"
303,456,48,"Savings","2022-04-21","-13056.91","Active"
304,843,5,"Investment","2020-03-10","-26650.36","Active"
305,218,10,"Checking","2021-06-03","-53230.64","Active"
306,332,12,"Checking","2020-09-07","-26234.48","Active"
307,656,37,"Checking","2021-12-24","-1248.57","Active"
308,436,1,"Savings","2020-05-17","-54048.49","Active"
309,375,34,"Checking","2022-10-18","-33242.17","Active"
310,526,24,"Savings","2022-12-24","-26483.84","Active"
311,377,35,"Credit","2020-07-01","-32074.49","Active"
312,80,5,"Credit","2021-12-21","-19563.96","Active"
313,15,41,"Investment","2021-11-10","-48976.88","Active"
314,691,41,"Credit","2022-11-20","-48543.68","Active"
315,783,19,"Investment","2022-05-07","-31768.24","Active"
316,17,26,"Checking","2022-10-29","-29401.41","Active"
317,901,9,"Savings","2022-01-05","-27692.21","Active"
318,311,21,"Checking","2021-06-18","-20851.24","Active"
319,988,13,"Credit","2022-03-23","-37564.21","Active"
320,600,25,"Credit","2021-10-16","-21942.38","Active"
321,459,17,"Checking","2021-12-08","-48384.97","Active"
322,944,26,"Investment","2022-08-29","-50929.25","Active"
323,896,11,"Savings","2022-05-10","-28809.16","Active"
324,461,7,"Credit","2022-03-02","-25325.20","Active"
325,661,22,"Investment","2020-09-06","-16135.06","Active"
326,38,6,"Checking","2022-06-21","-48350.28","Active"
327,344,37,"Credit","2021-12-01","-35087.89","Active"
328,814,15,"Investment","2021-11-05","-32190.02","Active"
329,104,27,"Savings","2022-11-03","-32217.04","Active"
330,915,2,"Checking","2021-04-01","-51485.36","Active"
331,897,47,"Credit","2022-01-06","-46797.66","Active"
332,384,37,"Credit","2022-08-05","-29692.20","Active"
333,462,48,"Savings","2022-11-06","-21019.61","Active"
334,608,1,"Investment","2021-09-10","-44070.43","Active"
335,632,44,"Investment","2021-01-20","-33836.07","Active"
336,709,6,"Savings","2022-02-25","-35886.76","Active"
337,167,45,"Credit","2021-06-04","2092.56","Active"
338,538,37,"Savings","2022-05-04","-49591.79","Active"
339,145,44,"Credit","2022-08-12","-19886.89","Active"
340,619,39,"Credit","2020-02-25","-38611.47","Active"
341,343,13,"Savings","2020-01-27","-2271.02","Active"
342,918,49,"Credit","2022-03-01","-17136.87","Active"
343,629,6,"Checking","2020-02-12","-9659.86","Active"
344,601,28,"Savings","2020-10-28","-30558.05","Active"
345,692,44,"Investment","2022-04-26","-37900.69","Active"
346,150,23,"Investment","2020-04-24","-60480.78","Active"
347,433,4,"Credit","2020-02-12","-397.19","Active"
348,362,46,"Savings","2022-11-04","-39798.29","Active"
349,142,29,"Investment","2022-09-25","-24649.04","Active"
350,736,8,"Savings","2022-11-07","-46540.75","Active"
351,383,32,"Checking","2021-08-06","8210.62","Active"
352,822,22,"Investment","2020-08-05","-44796.37","Active"
353,462,23,"Savings","2020-06-03","-20370.11","Active"
354,504,47,"Checking","2022-06-18","-27069.96","Active"
355,106,8,"Credit","2021-11-05","-34636.05","Active"
356,84,5,"Savings","2021-05-06","-24016.13","Active"
357,300,26,"Investment","2020-11-07","-32664.46","Active"
358,422,16,"Savings","2021-08-22","-31176.59","Active"
359,571,36,"Checking","2020-03-24","-26434.76","Active"
360,472,45,"Investment","2021-11-07","-18326.99","Active"
361,118,13,"Credit","2022-09-12","-27944.18","Active"
362,351,12,"Investment","2022-12-13","-39052.93","Active"
363,247,19,"Checking","2020-03-03","-31304.36","Active"
364,515,10,"Checking","2020-05-01","-45823.21","Active"
365,606,30,"Checking","2022-05-01","-10670.20","Active"
366,982,33,"Investment","2022-12-05","-35774.49","Active"
367,602,30,"Credit","2021-10-11","-11788.14","Active"
368,152,37,"Checking","2020-06-30","-33815.04","Active"
369,856,19,"Credit","2021-09-05","-20960.99","Active"
370,870,42,"Checking","2022-11-07","-51588.66","Active"
371,927,31,"Savings","2021-10-15","-20991.16","Active"
372,215,39,"Investment","2021-09-15","-2968.79","Active"
373,938,7,"Investment","2021-06-07","-34450.13","Active"
374,593,28,"Investment","2021-12-13","-50586.17","Active"
375,357,5,"Credit","2022-07-27","-28054.55","Active"
376,109,12,"Checking","2022-03-03","-33834.46","Active"
377,207,12,"Savings","2021-03-10","-21262.45","Active"
378,540,49,"Investment","2021-12-05","-16103.11","Active"
379,92,36,"Savings","2022-03-17","-31293.88","Active"
380,435,49,"Investment","2020-12-22","-22260.53","Active"
381,517,5,"Investment","2022-02-06","-59307.46","Active"
382,544,14,"Checking","2022-10-23","-36326.85","Active"
383,327,32,"Credit","2021-08-15","-42979.27","Active"
384,262,26,"Savings","2022-03-28","-37504.06","Active"
385,867,19,"Credit","2020-02-06","-37506.73","Active"
386,568,50,"Savings","2021-12-20","-33502.39","Active"
387,330,16,"Savings","2022-12-14","-22111.75","Active"
388,621,30,"Investment","2021-08-25","-38438.96","Active"
389,753,1,"Savings","2021-06-28","-20852.67","Active"
390,792,25,"Savings","2021-09-30","-14901.53","Active"
391,989,17,"Savings","2022-01-13","-38633.27","Active"
392,188,1,"Credit","2021-10-06","-60969.04","Active"
393,767,7,"Investment","2022-06-12","-14597.60","Active"
394,82,28,"Savings","2021-10-31","-35236.43","Active"
395,701,31,"Investment","2021-02-18","-33491.24","Active"
396,132,31,"Checking","2022-03-29","-21125.77","Active"
397,233,9,"Investment","2020-05-19","-38423.58","Active"
398,412,11,"Savings","2022-03-11","-31571.05","Active"
399,106,45,"Investment","2020-09-17","-47903.07","Active"
400,953,30,"Credit","2022-03-10","-16336.58","Active"
401,712,25,"Checking","2020-05-05","-21767.82","Active"
402,580,24,"Investment","2022-04-01","-21039.98","Active"
403,840,14,"Credit","2022-07-10","-8872.68","Active"
404,689,42,"Savings","2022-09-20","-61753.61","Active"
405,482,24,"Credit","2021-08-14","-2311.48","Active"
406,184,20,"Investment","2020-12-19","-36512.08","Active"
407,741,43,"Investment","2021-11-05","-35401.29","Active"
408,455,11,"Checking","2020-08-28","-9708.00","Active"
409,882,16,"Investment","2022-04-12","-36693.53","Active"
410,549,43,"Investment","2021-11-11","-27798.82","Active"
411,174,14,"Savings","2021-07-12","-42646.80","Active"
412,671,27,"Savings","2022-12-02","-13116.83","Active"
413,302,15,"Savings","2021-05-15","-35465.48","Active"
414,997,42,"Investment","2022-10-03","-32262.12","Active"
415,219,27,"Credit","2022-10-13","-29661.64","Active"
416,113,28,"Savings","2022-08-22","-20516.32","Active"
417,118,3,"Savings","2021-12-02","-29527.85","Active"
418,786,17,"Savings","2022-07-06","-16077.89","Active"
419,957,20,"Savings","2021-06-10","-42248.07","Active"
420,536,21,"Savings","2022-12-14","-48249.07","Active"
421,421,2,"Savings","2021-05-13","-39448.62","Active"
422,118,44,"Checking","2020-05-05","-22692.83","Active"
423,933,31,"Credit","2021-08-19","-33664.20","Active"
424,767,14,"Investment","2021-01-30","-34078.69","Active"
425,835,36,"Savings","2020-09-13","-27926.36","Active"
426,72,34,"Investment","2022-06-17","-28546.64","Active"
427,328,34,"Savings","2020-12-14","-27247.88","Active"
428,620,20,"Credit","2021-07-24","-29603.40","Active"
429,768,14,"Investment","2022-03-16","1994.24","Active"
430,690,9,"Investment","2021-05-20","-13587.89","Active"
431,860,24,"Savings","2020-07-18","-35560.30","Active"
432,236,20,"Savings","2022-04-21","-43429.78","Active"
433,176,40,"Credit","2020-12-04","-19803.91","Active"
434,290,3,"Credit","2020-10-13","-42434.64","Active"
435,454,42,"Savings","2021-04-03","-34743.02","Active"
436,920,4,"Savings","2022-03-06","-32233.55","Active"
437,59,9,"Investment","2020-05-09","965.90","Active"
438,308,9,"Credit","2021-03-25","-35517.01","Active"
439,155,33,"Credit","2022-01-04","-14702.03","Active"
440,86,48,"Checking","2021-04-24","-17492.70","Active"
441,540,18,"Checking","2021-07-01","-39704.08","Active"
442,360,43,"Checking","2022-09-12","-24048.17","Active"
443,335,41,"Savings","2020-11-04","-14437.43","Active"
444,172,18,"Checking","2021-09-11","-24772.69","Active"
445,568,21,"Checking","2021-05-11","-56104.80","Active"
446,696,39,"Checking","2022-02-28","-24477.74","Active"
447,409,42,"Savings","2021-09-25","-31239.42","Active"
448,557,38,"Savings","2020-03-08","-63415.84","Active"
449,73,39,"Checking","2020-09-24","-27695.83","Active"
450,71,49,"Savings","2022-08-03","-34488.55","Active"
451,57,38,"Investment","2020-03-14","-56394.14","Active"
452,594,39,"Savings","2020-10-11","-20773.21","Active"
453,814,19,"Credit","2022-01-07","-42765.40","Active"
454,301,20,"Checking","2022-05-01","-33731.50","Active"
455,125,40,"Investment","2021-10-09","-16458.53","Active"
456,515,42,"Savings","2022-12-09","-34320.56","Active"
457,572,8,"Checking","2020-11-23","-12003.30","Active"
458,341,39,"Credit","2022-09-22","-29180.69","Active"
459,536,3,"Savings","2021-09-30","-45412.35","Active"
460,764,16,"Credit","2022-02-22","-16227.81","Active"
461,630,6,"Savings","2021-06-02","-9772.75","Active"
462,428,12,"Credit","2020-02-23","-24215.59","Active"
463,263,36,"Investment","2022-07-25","-39611.06","Active"
464,132,7,"Checking","2021-11-13","-44466.02","Active"
465,633,31,"Investment","2021-01-13","-48271.96","Active"
466,657,41,"Investment","2021-03-24","-75317.88","Active"
467,407,38,"Checking","2022-10-22","-34265.25","Active"
468,122,47,"Savings","2022-04-10","-68332.63","Active"
469,605,10,"Savings","2020-02-01","-47582.56","Active"
470,568,32,"Checking","2020-10-02","-35233.33","Active"
471,224,3,"Checking","2022-04-18","-26006.96","Active"
472,920,29,"Checking","2021-12-21","-27925.12","Active"
473,232,36,"Investment","2022-10-19","-52603.35","Active"
474,636,17,"Savings","2021-11-08","-32188.52","Active"
475,98,19,"Investment","2020-12-05","-35916.99","Active"
476,511,49,"Credit","2022-07-05","-54763.46","Active"
477,303,13,"Savings","2021-08-18","-28405.89","Active"
478,717,19,"Credit","2020-10-22","-33490.72","Active"
479,682,30,"Savings","2022-01-28","-31221.45","Active"
480,621,17,"Checking","2020-03-01","-22716.83","Active"
481,417,35,"Savings","2021-10-03","-45443.08","Active"
482,884,42,"Investment","2022-12-12","-16258.19","Active"
483,600,43,"Checking","2022-10-21","-16813.18","Active"
484,861,20,"Checking","2022-02-07","-32723.65","Active"
485,247,11,"Checking","2020-07-12","-7194.18","Active"
486,853,16,"Checking","2022-11-14","-28476.72","Active"
487,577,36,"Checking","2022-01-20","-31882.27","Active"
488,347,20,"Investment","2022-10-28","-46357.65","Active"
489,701,42,"Credit","2020-02-13","-33413.94","Active"
490,1,47,"Checking","2022-04-06","-26240.81","Active"
491,520,23,"Checking","2021-05-30","-24816.53","Active"
492,135,10,"Investment","2020-12-21","-9714.95","Active"
493,807,20,"Checking","2021-06-07","-29584.73","Active"
494,725,46,"Investment","2021-02-01","-25483.36","Active"
495,741,42,"Savings","2021-05-01","-21460.12","Active"
496,288,2,"Savings","2021-04-18","-30039.85","Active"
497,361,8,"Checking","2021-08-28","-26347.83","Active"
498,437,18,"Savings","2020-03-07","-35775.70","Active"
